country,year,status,life_expectancy,adult_mortality,measles,under_five_deaths,polio,diphtheria,hiv_aids,gdp_per_capita,thinness_1_19_years,thinness_5_9_years,income_composition_of_resources,schooling,continent
Libya,2008,Developing,72.6,132.0,8,2,98.0,98.0,0.1,14396.4865,5.5,5.4,0.757,14.8,Africa
Libya,2008,Developing,72.6,132.0,8,2,98.0,98.0,0.1,14396.4865,5.5,5.4,0.757,14.8,Africa
Libya,2008,Developing,72.6,132.0,8,2,98.0,98.0,0.1,14396.4865,5.5,5.4,0.757,14.8,Africa
Libya,2008,Developing,72.6,132.0,8,2,98.0,98.0,0.1,14396.4865,5.5,5.4,0.757,14.8,Africa
Libya,2008,Developing,72.6,132.0,8,2,98.0,98.0,0.1,14396.4865,5.5,5.4,0.757,14.8,Africa
Libya,2008,Developing,72.6,132.0,8,2,98.0,98.0,0.1,14396.4865,5.5,5.4,0.757,14.8,Africa
Libya,2008,Developing,72.6,132.0,8,2,98.0,98.0,0.1,14396.4865,5.5,5.4,0.757,14.8,Africa
Libya,2007,Developing,72.5,132.0,59,3,98.0,98.0,0.1,1138.56661,5.5,5.4,0.756,15.1,Africa
Libya,2007,Developing,72.5,132.0,59,3,98.0,98.0,0.1,1138.56661,5.5,5.4,0.756,15.1,Africa
Libya,2007,Developing,72.5,132.0,59,3,98.0,98.0,0.1,1138.56661,5.5,5.4,0.756,15.1,Africa
Libya,2007,Developing,72.5,132.0,59,3,98.0,98.0,0.1,1138.56661,5.5,5.4,0.756,15.1,Africa
Libya,2007,Developing,72.5,132.0,59,3,98.0,98.0,0.1,1138.56661,5.5,5.4,0.756,15.1,Africa
Libya,2007,Developing,72.5,132.0,59,3,98.0,98.0,0.1,1138.56661,5.5,5.4,0.756,15.1,Africa
Libya,2007,Developing,72.5,132.0,59,3,98.0,98.0,0.1,1138.56661,5.5,5.4,0.756,15.1,Africa
Libya,2007,Developing,72.5,132.0,59,3,98.0,98.0,0.1,1138.56661,5.5,5.4,0.756,15.1,Africa
Libya,2007,Developing,72.5,132.0,59,3,98.0,98.0,0.1,1138.56661,5.5,5.4,0.756,15.1,Africa
Libya,2007,Developing,72.5,132.0,59,3,98.0,98.0,0.1,1138.56661,5.5,5.4,0.756,15.1,Africa
Libya,2007,Developing,72.5,132.0,59,3,98.0,98.0,0.1,1138.56661,5.5,5.4,0.756,15.1,Africa
Libya,2007,Developing,72.5,132.0,59,3,98.0,98.0,0.1,1138.56661,5.5,5.4,0.756,15.1,Africa
Libya,2006,Developing,72.2,134.0,1,3,98.0,98.0,0.1,9344.987518,5.5,5.4,0.752,15.4,Africa
Libya,2006,Developing,72.2,134.0,1,3,98.0,98.0,0.1,9344.987518,5.5,5.4,0.752,15.4,Africa
Libya,2006,Developing,72.2,134.0,1,3,98.0,98.0,0.1,9344.987518,5.5,5.4,0.752,15.4,Africa
Libya,2006,Developing,72.2,134.0,1,3,98.0,98.0,0.1,9344.987518,5.5,5.4,0.752,15.4,Africa
Libya,2006,Developing,72.2,134.0,1,3,98.0,98.0,0.1,9344.987518,5.5,5.4,0.752,15.4,Africa
Libya,2006,Developing,72.2,134.0,1,3,98.0,98.0,0.1,9344.987518,5.5,5.4,0.752,15.4,Africa
Libya,2006,Developing,72.2,134.0,1,3,98.0,98.0,0.1,9344.987518,5.5,5.4,0.752,15.4,Africa
Libya,2006,Developing,72.2,134.0,1,3,98.0,98.0,0.1,9344.987518,5.5,5.4,0.752,15.4,Africa
Libya,2006,Developing,72.2,134.0,1,3,98.0,98.0,0.1,9344.987518,5.5,5.4,0.752,15.4,Africa
Libya,2006,Developing,72.2,134.0,1,3,98.0,98.0,0.1,9344.987518,5.5,5.4,0.752,15.4,Africa
Libya,2006,Developing,72.2,134.0,1,3,98.0,98.0,0.1,9344.987518,5.5,5.4,0.752,15.4,Africa
Libya,2006,Developing,72.2,134.0,1,3,98.0,98.0,0.1,9344.987518,5.5,5.4,0.752,15.4,Africa
Libya,2005,Developing,71.9,138.0,292,3,98.0,98.0,0.1,8171.361651,5.5,5.4,0.748,15.7,Africa
Libya,2005,Developing,71.9,138.0,292,3,98.0,98.0,0.1,8171.361651,5.5,5.4,0.748,15.7,Africa
Libya,2005,Developing,71.9,138.0,292,3,98.0,98.0,0.1,8171.361651,5.5,5.4,0.748,15.7,Africa
Libya,2005,Developing,71.9,138.0,292,3,98.0,98.0,0.1,8171.361651,5.5,5.4,0.748,15.7,Africa
Libya,2005,Developing,71.9,138.0,292,3,98.0,98.0,0.1,8171.361651,5.5,5.4,0.748,15.7,Africa
Libya,2005,Developing,71.9,138.0,292,3,98.0,98.0,0.1,8171.361651,5.5,5.4,0.748,15.7,Africa
Libya,2005,Developing,71.9,138.0,292,3,98.0,98.0,0.1,8171.361651,5.5,5.4,0.748,15.7,Africa
Libya,2005,Developing,71.9,138.0,292,3,98.0,98.0,0.1,8171.361651,5.5,5.4,0.748,15.7,Africa
Libya,2005,Developing,71.9,138.0,292,3,98.0,98.0,0.1,8171.361651,5.5,5.4,0.748,15.7,Africa
Libya,2005,Developing,71.9,138.0,292,3,98.0,98.0,0.1,8171.361651,5.5,5.4,0.748,15.7,Africa
Libya,2005,Developing,71.9,138.0,292,3,98.0,98.0,0.1,8171.361651,5.5,5.4,0.748,15.7,Africa
Libya,2005,Developing,71.9,138.0,292,3,98.0,98.0,0.1,8171.361651,5.5,5.4,0.748,15.7,Africa
Libya,2004,Developing,71.5,141.0,2771,3,97.0,97.0,0.1,586.8364,5.5,5.4,0.747,15.9,Africa
Libya,2004,Developing,71.5,141.0,2771,3,97.0,97.0,0.1,586.8364,5.5,5.4,0.747,15.9,Africa
Libya,2004,Developing,71.5,141.0,2771,3,97.0,97.0,0.1,586.8364,5.5,5.4,0.747,15.9,Africa
Libya,2004,Developing,71.5,141.0,2771,3,97.0,97.0,0.1,586.8364,5.5,5.4,0.747,15.9,Africa
Libya,2004,Developing,71.5,141.0,2771,3,97.0,97.0,0.1,586.8364,5.5,5.4,0.747,15.9,Africa
Libya,2004,Developing,71.5,141.0,2771,3,97.0,97.0,0.1,586.8364,5.5,5.4,0.747,15.9,Africa
Libya,2004,Developing,71.5,141.0,2771,3,97.0,97.0,0.1,586.8364,5.5,5.4,0.747,15.9,Africa
Libya,2004,Developing,71.5,141.0,2771,3,97.0,97.0,0.1,586.8364,5.5,5.4,0.747,15.9,Africa
Libya,2004,Developing,71.5,141.0,2771,3,97.0,97.0,0.1,586.8364,5.5,5.4,0.747,15.9,Africa
Libya,2004,Developing,71.5,141.0,2771,3,97.0,97.0,0.1,586.8364,5.5,5.4,0.747,15.9,Africa
Libya,2004,Developing,71.5,141.0,2771,3,97.0,97.0,0.1,586.8364,5.5,5.4,0.747,15.9,Africa
Libya,2004,Developing,71.5,141.0,2771,3,97.0,97.0,0.1,586.8364,5.5,5.4,0.747,15.9,Africa
Libya,2003,Developing,71.3,144.0,0,3,95.0,95.0,0.1,4676.96753,5.6,5.4,0.74,16.0,Africa
Libya,2003,Developing,71.3,144.0,0,3,95.0,95.0,0.1,4676.96753,5.6,5.4,0.74,16.0,Africa
Libya,2003,Developing,71.3,144.0,0,3,95.0,95.0,0.1,4676.96753,5.6,5.4,0.74,16.0,Africa
Libya,2003,Developing,71.3,144.0,0,3,95.0,95.0,0.1,4676.96753,5.6,5.4,0.74,16.0,Africa
Libya,2003,Developing,71.3,144.0,0,3,95.0,95.0,0.1,4676.96753,5.6,5.4,0.74,16.0,Africa
Libya,2003,Developing,71.3,144.0,0,3,95.0,95.0,0.1,4676.96753,5.6,5.4,0.74,16.0,Africa
Libya,2003,Developing,71.3,144.0,0,3,95.0,95.0,0.1,4676.96753,5.6,5.4,0.74,16.0,Africa
Libya,2003,Developing,71.3,144.0,0,3,95.0,95.0,0.1,4676.96753,5.6,5.4,0.74,16.0,Africa
Libya,2003,Developing,71.3,144.0,0,3,95.0,95.0,0.1,4676.96753,5.6,5.4,0.74,16.0,Africa
Libya,2003,Developing,71.3,144.0,0,3,95.0,95.0,0.1,4676.96753,5.6,5.4,0.74,16.0,Africa
Libya,2003,Developing,71.3,144.0,0,3,95.0,95.0,0.1,4676.96753,5.6,5.4,0.74,16.0,Africa
Libya,2003,Developing,71.3,144.0,0,3,95.0,95.0,0.1,4676.96753,5.6,5.4,0.74,16.0,Africa
Libya,2002,Developing,71.1,146.0,3890,3,93.0,93.0,0.1,375.442638,5.6,5.4,0.736,15.8,Africa
Libya,2002,Developing,71.1,146.0,3890,3,93.0,93.0,0.1,375.442638,5.6,5.4,0.736,15.8,Africa
Libya,2002,Developing,71.1,146.0,3890,3,93.0,93.0,0.1,375.442638,5.6,5.4,0.736,15.8,Africa
Libya,2002,Developing,71.1,146.0,3890,3,93.0,93.0,0.1,375.442638,5.6,5.4,0.736,15.8,Africa
Libya,2002,Developing,71.1,146.0,3890,3,93.0,93.0,0.1,375.442638,5.6,5.4,0.736,15.8,Africa
Libya,2002,Developing,71.1,146.0,3890,3,93.0,93.0,0.1,375.442638,5.6,5.4,0.736,15.8,Africa
Libya,2002,Developing,71.1,146.0,3890,3,93.0,93.0,0.1,375.442638,5.6,5.4,0.736,15.8,Africa
Libya,2002,Developing,71.1,146.0,3890,3,93.0,93.0,0.1,375.442638,5.6,5.4,0.736,15.8,Africa
Libya,2002,Developing,71.1,146.0,3890,3,93.0,93.0,0.1,375.442638,5.6,5.4,0.736,15.8,Africa
Libya,2002,Developing,71.1,146.0,3890,3,93.0,93.0,0.1,375.442638,5.6,5.4,0.736,15.8,Africa
Libya,2002,Developing,71.1,146.0,3890,3,93.0,93.0,0.1,375.442638,5.6,5.4,0.736,15.8,Africa
Libya,2002,Developing,71.1,146.0,3890,3,93.0,93.0,0.1,375.442638,5.6,5.4,0.736,15.8,Africa
Libya,2001,Developing,71.0,147.0,633,3,94.0,94.0,0.1,6269.58123,5.6,5.5,0.732,15.7,Africa
Libya,2001,Developing,71.0,147.0,633,3,94.0,94.0,0.1,6269.58123,5.6,5.5,0.732,15.7,Africa
Libya,2001,Developing,71.0,147.0,633,3,94.0,94.0,0.1,6269.58123,5.6,5.5,0.732,15.7,Africa
Libya,2001,Developing,71.0,147.0,633,3,94.0,94.0,0.1,6269.58123,5.6,5.5,0.732,15.7,Africa
Libya,2001,Developing,71.0,147.0,633,3,94.0,94.0,0.1,6269.58123,5.6,5.5,0.732,15.7,Africa
Libya,2001,Developing,71.0,147.0,633,3,94.0,94.0,0.1,6269.58123,5.6,5.5,0.732,15.7,Africa
Libya,2001,Developing,71.0,147.0,633,3,94.0,94.0,0.1,6269.58123,5.6,5.5,0.732,15.7,Africa
Libya,2001,Developing,71.0,147.0,633,3,94.0,94.0,0.1,6269.58123,5.6,5.5,0.732,15.7,Africa
Libya,2001,Developing,71.0,147.0,633,3,94.0,94.0,0.1,6269.58123,5.6,5.5,0.732,15.7,Africa
Libya,2001,Developing,71.0,147.0,633,3,94.0,94.0,0.1,6269.58123,5.6,5.5,0.732,15.7,Africa
Libya,2001,Developing,71.0,147.0,633,3,94.0,94.0,0.1,6269.58123,5.6,5.5,0.732,15.7,Africa
Libya,2001,Developing,71.0,147.0,633,3,94.0,94.0,0.1,6269.58123,5.6,5.5,0.732,15.7,Africa
Libya,2000,Developing,78.0,148.0,0,3,94.0,94.0,0.1,7145.628494,5.7,5.5,0.727,15.5,Africa
Libya,2000,Developing,78.0,148.0,0,3,94.0,94.0,0.1,7145.628494,5.7,5.5,0.727,15.5,Africa
Libya,2000,Developing,78.0,148.0,0,3,94.0,94.0,0.1,7145.628494,5.7,5.5,0.727,15.5,Africa
Libya,2000,Developing,78.0,148.0,0,3,94.0,94.0,0.1,7145.628494,5.7,5.5,0.727,15.5,Africa
Libya,2000,Developing,78.0,148.0,0,3,94.0,94.0,0.1,7145.628494,5.7,5.5,0.727,15.5,Africa
Libya,2000,Developing,78.0,148.0,0,3,94.0,94.0,0.1,7145.628494,5.7,5.5,0.727,15.5,Africa
Libya,2000,Developing,78.0,148.0,0,3,94.0,94.0,0.1,7145.628494,5.7,5.5,0.727,15.5,Africa
Libya,2000,Developing,78.0,148.0,0,3,94.0,94.0,0.1,7145.628494,5.7,5.5,0.727,15.5,Africa
Libya,2000,Developing,78.0,148.0,0,3,94.0,94.0,0.1,7145.628494,5.7,5.5,0.727,15.5,Africa
Libya,2000,Developing,78.0,148.0,0,3,94.0,94.0,0.1,7145.628494,5.7,5.5,0.727,15.5,Africa
Libya,2000,Developing,78.0,148.0,0,3,94.0,94.0,0.1,7145.628494,5.7,5.5,0.727,15.5,Africa
Libya,2000,Developing,78.0,148.0,0,3,94.0,94.0,0.1,7145.628494,5.7,5.5,0.727,15.5,Africa
Madagascar,2014,Developing,65.1,225.0,3,39,73.0,73.0,0.3,452.4631926,7.2,7.1,0.509,10.3,Africa
Madagascar,2014,Developing,65.1,225.0,3,39,73.0,73.0,0.3,452.4631926,7.2,7.1,0.509,10.3,Africa
Madagascar,2014,Developing,65.1,225.0,3,39,73.0,73.0,0.3,452.4631926,7.2,7.1,0.509,10.3,Africa
Madagascar,2014,Developing,65.1,225.0,3,39,73.0,73.0,0.3,452.4631926,7.2,7.1,0.509,10.3,Africa
Madagascar,2014,Developing,65.1,225.0,3,39,73.0,73.0,0.3,452.4631926,7.2,7.1,0.509,10.3,Africa
Madagascar,2014,Developing,65.1,225.0,3,39,73.0,73.0,0.3,452.4631926,7.2,7.1,0.509,10.3,Africa
Madagascar,2014,Developing,65.1,225.0,3,39,73.0,73.0,0.3,452.4631926,7.2,7.1,0.509,10.3,Africa
Madagascar,2014,Developing,65.1,225.0,3,39,73.0,73.0,0.3,452.4631926,7.2,7.1,0.509,10.3,Africa
Madagascar,2014,Developing,65.1,225.0,3,39,73.0,73.0,0.3,452.4631926,7.2,7.1,0.509,10.3,Africa
Madagascar,2014,Developing,65.1,225.0,3,39,73.0,73.0,0.3,452.4631926,7.2,7.1,0.509,10.3,Africa
Madagascar,2014,Developing,65.1,225.0,3,39,73.0,73.0,0.3,452.4631926,7.2,7.1,0.509,10.3,Africa
Madagascar,2014,Developing,65.1,225.0,3,39,73.0,73.0,0.3,452.4631926,7.2,7.1,0.509,10.3,Africa
Madagascar,2013,Developing,64.7,23.0,6,40,73.0,74.0,0.4,461.723722,7.3,7.2,0.508,10.3,Africa
Madagascar,2013,Developing,64.7,23.0,6,40,73.0,74.0,0.4,461.723722,7.3,7.2,0.508,10.3,Africa
Madagascar,2013,Developing,64.7,23.0,6,40,73.0,74.0,0.4,461.723722,7.3,7.2,0.508,10.3,Africa
Madagascar,2013,Developing,64.7,23.0,6,40,73.0,74.0,0.4,461.723722,7.3,7.2,0.508,10.3,Africa
Madagascar,2013,Developing,64.7,23.0,6,40,73.0,74.0,0.4,461.723722,7.3,7.2,0.508,10.3,Africa
Madagascar,2013,Developing,64.7,23.0,6,40,73.0,74.0,0.4,461.723722,7.3,7.2,0.508,10.3,Africa
Madagascar,2013,Developing,64.7,23.0,6,40,73.0,74.0,0.4,461.723722,7.3,7.2,0.508,10.3,Africa
Madagascar,2013,Developing,64.7,23.0,6,40,73.0,74.0,0.4,461.723722,7.3,7.2,0.508,10.3,Africa
Madagascar,2013,Developing,64.7,23.0,6,40,73.0,74.0,0.4,461.723722,7.3,7.2,0.508,10.3,Africa
Madagascar,2013,Developing,64.7,23.0,6,40,73.0,74.0,0.4,461.723722,7.3,7.2,0.508,10.3,Africa
Madagascar,2013,Developing,64.7,23.0,6,40,73.0,74.0,0.4,461.723722,7.3,7.2,0.508,10.3,Africa
Madagascar,2013,Developing,64.7,23.0,6,40,73.0,74.0,0.4,461.723722,7.3,7.2,0.508,10.3,Africa
Madagascar,2012,Developing,64.3,235.0,2,42,71.0,7.0,0.4,443.9611,7.4,7.3,0.506,10.2,Africa
Madagascar,2012,Developing,64.3,235.0,2,42,71.0,7.0,0.4,443.9611,7.4,7.3,0.506,10.2,Africa
Madagascar,2012,Developing,64.3,235.0,2,42,71.0,7.0,0.4,443.9611,7.4,7.3,0.506,10.2,Africa
Madagascar,2012,Developing,64.3,235.0,2,42,71.0,7.0,0.4,443.9611,7.4,7.3,0.506,10.2,Africa
Madagascar,2012,Developing,64.3,235.0,2,42,71.0,7.0,0.4,443.9611,7.4,7.3,0.506,10.2,Africa
Madagascar,2012,Developing,64.3,235.0,2,42,71.0,7.0,0.4,443.9611,7.4,7.3,0.506,10.2,Africa
Madagascar,2012,Developing,64.3,235.0,2,42,71.0,7.0,0.4,443.9611,7.4,7.3,0.506,10.2,Africa
Madagascar,2012,Developing,64.3,235.0,2,42,71.0,7.0,0.4,443.9611,7.4,7.3,0.506,10.2,Africa
Madagascar,2012,Developing,64.3,235.0,2,42,71.0,7.0,0.4,443.9611,7.4,7.3,0.506,10.2,Africa
Madagascar,2012,Developing,64.3,235.0,2,42,71.0,7.0,0.4,443.9611,7.4,7.3,0.506,10.2,Africa
Madagascar,2012,Developing,64.3,235.0,2,42,71.0,7.0,0.4,443.9611,7.4,7.3,0.506,10.2,Africa
Madagascar,2012,Developing,64.3,235.0,2,42,71.0,7.0,0.4,443.9611,7.4,7.3,0.506,10.2,Africa
Madagascar,2011,Developing,63.8,241.0,0,43,73.0,73.0,0.4,454.963464,7.5,7.4,0.504,10.2,Africa
Madagascar,2011,Developing,63.8,241.0,0,43,73.0,73.0,0.4,454.963464,7.5,7.4,0.504,10.2,Africa
Madagascar,2011,Developing,63.8,241.0,0,43,73.0,73.0,0.4,454.963464,7.5,7.4,0.504,10.2,Africa
Madagascar,2011,Developing,63.8,241.0,0,43,73.0,73.0,0.4,454.963464,7.5,7.4,0.504,10.2,Africa
Madagascar,2011,Developing,63.8,241.0,0,43,73.0,73.0,0.4,454.963464,7.5,7.4,0.504,10.2,Africa
Madagascar,2011,Developing,63.8,241.0,0,43,73.0,73.0,0.4,454.963464,7.5,7.4,0.504,10.2,Africa
Madagascar,2011,Developing,63.8,241.0,0,43,73.0,73.0,0.4,454.963464,7.5,7.4,0.504,10.2,Africa
Madagascar,2011,Developing,63.8,241.0,0,43,73.0,73.0,0.4,454.963464,7.5,7.4,0.504,10.2,Africa
Madagascar,2011,Developing,63.8,241.0,0,43,73.0,73.0,0.4,454.963464,7.5,7.4,0.504,10.2,Africa
Madagascar,2011,Developing,63.8,241.0,0,43,73.0,73.0,0.4,454.963464,7.5,7.4,0.504,10.2,Africa
Madagascar,2011,Developing,63.8,241.0,0,43,73.0,73.0,0.4,454.963464,7.5,7.4,0.504,10.2,Africa
Madagascar,2011,Developing,63.8,241.0,0,43,73.0,73.0,0.4,454.963464,7.5,7.4,0.504,10.2,Africa
Madagascar,2010,Developing,63.3,248.0,1,45,7.0,7.0,0.5,412.739341,7.6,7.5,0.503,10.2,Africa
Madagascar,2010,Developing,63.3,248.0,1,45,7.0,7.0,0.5,412.739341,7.6,7.5,0.503,10.2,Africa
Madagascar,2010,Developing,63.3,248.0,1,45,7.0,7.0,0.5,412.739341,7.6,7.5,0.503,10.2,Africa
Madagascar,2010,Developing,63.3,248.0,1,45,7.0,7.0,0.5,412.739341,7.6,7.5,0.503,10.2,Africa
Madagascar,2010,Developing,63.3,248.0,1,45,7.0,7.0,0.5,412.739341,7.6,7.5,0.503,10.2,Africa
Madagascar,2010,Developing,63.3,248.0,1,45,7.0,7.0,0.5,412.739341,7.6,7.5,0.503,10.2,Africa
Madagascar,2010,Developing,63.3,248.0,1,45,7.0,7.0,0.5,412.739341,7.6,7.5,0.503,10.2,Africa
Madagascar,2010,Developing,63.3,248.0,1,45,7.0,7.0,0.5,412.739341,7.6,7.5,0.503,10.2,Africa
Madagascar,2010,Developing,63.3,248.0,1,45,7.0,7.0,0.5,412.739341,7.6,7.5,0.503,10.2,Africa
Madagascar,2010,Developing,63.3,248.0,1,45,7.0,7.0,0.5,412.739341,7.6,7.5,0.503,10.2,Africa
Madagascar,2010,Developing,63.3,248.0,1,45,7.0,7.0,0.5,412.739341,7.6,7.5,0.503,10.2,Africa
Madagascar,2010,Developing,63.3,248.0,1,45,7.0,7.0,0.5,412.739341,7.6,7.5,0.503,10.2,Africa
Madagascar,2009,Developing,62.8,254.0,0,47,76.0,77.0,0.5,415.6893226,7.7,7.6,0.5,9.7,Africa
Madagascar,2009,Developing,62.8,254.0,0,47,76.0,77.0,0.5,415.6893226,7.7,7.6,0.5,9.7,Africa
Madagascar,2009,Developing,62.8,254.0,0,47,76.0,77.0,0.5,415.6893226,7.7,7.6,0.5,9.7,Africa
Madagascar,2009,Developing,62.8,254.0,0,47,76.0,77.0,0.5,415.6893226,7.7,7.6,0.5,9.7,Africa
Madagascar,2009,Developing,62.8,254.0,0,47,76.0,77.0,0.5,415.6893226,7.7,7.6,0.5,9.7,Africa
Madagascar,2009,Developing,62.8,254.0,0,47,76.0,77.0,0.5,415.6893226,7.7,7.6,0.5,9.7,Africa
Madagascar,2009,Developing,62.8,254.0,0,47,76.0,77.0,0.5,415.6893226,7.7,7.6,0.5,9.7,Africa
Madagascar,2009,Developing,62.8,254.0,0,47,76.0,77.0,0.5,415.6893226,7.7,7.6,0.5,9.7,Africa
Madagascar,2009,Developing,62.8,254.0,0,47,76.0,77.0,0.5,415.6893226,7.7,7.6,0.5,9.7,Africa
Madagascar,2009,Developing,62.8,254.0,0,47,76.0,77.0,0.5,415.6893226,7.7,7.6,0.5,9.7,Africa
Madagascar,2009,Developing,62.8,254.0,0,47,76.0,77.0,0.5,415.6893226,7.7,7.6,0.5,9.7,Africa
Madagascar,2009,Developing,62.8,254.0,0,47,76.0,77.0,0.5,415.6893226,7.7,7.6,0.5,9.7,Africa
Madagascar,2007,Developing,61.9,261.0,0,51,83.0,84.0,0.6,377.8482928,7.9,7.8,0.483,9.1,Africa
Madagascar,2007,Developing,61.9,261.0,0,51,83.0,84.0,0.6,377.8482928,7.9,7.8,0.483,9.1,Africa
Madagascar,2007,Developing,61.9,261.0,0,51,83.0,84.0,0.6,377.8482928,7.9,7.8,0.483,9.1,Africa
Madagascar,2007,Developing,61.9,261.0,0,51,83.0,84.0,0.6,377.8482928,7.9,7.8,0.483,9.1,Africa
Madagascar,2007,Developing,61.9,261.0,0,51,83.0,84.0,0.6,377.8482928,7.9,7.8,0.483,9.1,Africa
Madagascar,2007,Developing,61.9,261.0,0,51,83.0,84.0,0.6,377.8482928,7.9,7.8,0.483,9.1,Africa
Madagascar,2007,Developing,61.9,261.0,0,51,83.0,84.0,0.6,377.8482928,7.9,7.8,0.483,9.1,Africa
Madagascar,2007,Developing,61.9,261.0,0,51,83.0,84.0,0.6,377.8482928,7.9,7.8,0.483,9.1,Africa
Madagascar,2007,Developing,61.9,261.0,0,51,83.0,84.0,0.6,377.8482928,7.9,7.8,0.483,9.1,Africa
Madagascar,2007,Developing,61.9,261.0,0,51,83.0,84.0,0.6,377.8482928,7.9,7.8,0.483,9.1,Africa
Madagascar,2007,Developing,61.9,261.0,0,51,83.0,84.0,0.6,377.8482928,7.9,7.8,0.483,9.1,Africa
Madagascar,2007,Developing,61.9,261.0,0,51,83.0,84.0,0.6,377.8482928,7.9,7.8,0.483,9.1,Africa
Madagascar,2006,Developing,61.4,263.0,2,54,83.0,85.0,0.6,292.157443,8.0,7.9,0.478,9.0,Africa
Madagascar,2006,Developing,61.4,263.0,2,54,83.0,85.0,0.6,292.157443,8.0,7.9,0.478,9.0,Africa
Madagascar,2006,Developing,61.4,263.0,2,54,83.0,85.0,0.6,292.157443,8.0,7.9,0.478,9.0,Africa
Madagascar,2006,Developing,61.4,263.0,2,54,83.0,85.0,0.6,292.157443,8.0,7.9,0.478,9.0,Africa
Madagascar,2006,Developing,61.4,263.0,2,54,83.0,85.0,0.6,292.157443,8.0,7.9,0.478,9.0,Africa
Madagascar,2006,Developing,61.4,263.0,2,54,83.0,85.0,0.6,292.157443,8.0,7.9,0.478,9.0,Africa
Madagascar,2006,Developing,61.4,263.0,2,54,83.0,85.0,0.6,292.157443,8.0,7.9,0.478,9.0,Africa
Madagascar,2006,Developing,61.4,263.0,2,54,83.0,85.0,0.6,292.157443,8.0,7.9,0.478,9.0,Africa
Madagascar,2006,Developing,61.4,263.0,2,54,83.0,85.0,0.6,292.157443,8.0,7.9,0.478,9.0,Africa
Madagascar,2006,Developing,61.4,263.0,2,54,83.0,85.0,0.6,292.157443,8.0,7.9,0.478,9.0,Africa
Madagascar,2006,Developing,61.4,263.0,2,54,83.0,85.0,0.6,292.157443,8.0,7.9,0.478,9.0,Africa
Madagascar,2006,Developing,61.4,263.0,2,54,83.0,85.0,0.6,292.157443,8.0,7.9,0.478,9.0,Africa
Madagascar,2005,Developing,69.0,265.0,0,56,8.0,85.0,0.6,274.819723,8.1,8.0,0.473,8.9,Africa
Madagascar,2005,Developing,69.0,265.0,0,56,8.0,85.0,0.6,274.819723,8.1,8.0,0.473,8.9,Africa
Madagascar,2005,Developing,69.0,265.0,0,56,8.0,85.0,0.6,274.819723,8.1,8.0,0.473,8.9,Africa
Madagascar,2005,Developing,69.0,265.0,0,56,8.0,85.0,0.6,274.819723,8.1,8.0,0.473,8.9,Africa
Madagascar,2005,Developing,69.0,265.0,0,56,8.0,85.0,0.6,274.819723,8.1,8.0,0.473,8.9,Africa
Madagascar,2005,Developing,69.0,265.0,0,56,8.0,85.0,0.6,274.819723,8.1,8.0,0.473,8.9,Africa
Madagascar,2005,Developing,69.0,265.0,0,56,8.0,85.0,0.6,274.819723,8.1,8.0,0.473,8.9,Africa
Madagascar,2005,Developing,69.0,265.0,0,56,8.0,85.0,0.6,274.819723,8.1,8.0,0.473,8.9,Africa
Madagascar,2005,Developing,69.0,265.0,0,56,8.0,85.0,0.6,274.819723,8.1,8.0,0.473,8.9,Africa
Madagascar,2005,Developing,69.0,265.0,0,56,8.0,85.0,0.6,274.819723,8.1,8.0,0.473,8.9,Africa
Madagascar,2005,Developing,69.0,265.0,0,56,8.0,85.0,0.6,274.819723,8.1,8.0,0.473,8.9,Africa
Madagascar,2005,Developing,69.0,265.0,0,56,8.0,85.0,0.6,274.819723,8.1,8.0,0.473,8.9,Africa
Madagascar,2004,Developing,64.0,267.0,35558,58,74.0,78.0,0.6,245.1235876,8.2,8.1,0.466,8.7,Africa
Madagascar,2004,Developing,64.0,267.0,35558,58,74.0,78.0,0.6,245.1235876,8.2,8.1,0.466,8.7,Africa
Madagascar,2004,Developing,64.0,267.0,35558,58,74.0,78.0,0.6,245.1235876,8.2,8.1,0.466,8.7,Africa
Madagascar,2004,Developing,64.0,267.0,35558,58,74.0,78.0,0.6,245.1235876,8.2,8.1,0.466,8.7,Africa
Madagascar,2004,Developing,64.0,267.0,35558,58,74.0,78.0,0.6,245.1235876,8.2,8.1,0.466,8.7,Africa
Madagascar,2004,Developing,64.0,267.0,35558,58,74.0,78.0,0.6,245.1235876,8.2,8.1,0.466,8.7,Africa
Madagascar,2004,Developing,64.0,267.0,35558,58,74.0,78.0,0.6,245.1235876,8.2,8.1,0.466,8.7,Africa
Madagascar,2004,Developing,64.0,267.0,35558,58,74.0,78.0,0.6,245.1235876,8.2,8.1,0.466,8.7,Africa
Madagascar,2004,Developing,64.0,267.0,35558,58,74.0,78.0,0.6,245.1235876,8.2,8.1,0.466,8.7,Africa
Madagascar,2004,Developing,64.0,267.0,35558,58,74.0,78.0,0.6,245.1235876,8.2,8.1,0.466,8.7,Africa
Madagascar,2004,Developing,64.0,267.0,35558,58,74.0,78.0,0.6,245.1235876,8.2,8.1,0.466,8.7,Africa
Madagascar,2004,Developing,64.0,267.0,35558,58,74.0,78.0,0.6,245.1235876,8.2,8.1,0.466,8.7,Africa
Madagascar,2003,Developing,59.9,268.0,62233,60,65.0,66.0,0.7,316.7998965,8.3,8.3,0.457,8.5,Africa
